Entry_Name	Entry	Protein names	Gene Names	Organism	Gene Ontology IDs	Orthogroup	sampleA	sampleB	baseMeanA	baseMeanB	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Transcript	Scaffold	Start	Stop	Direction
RS4_CARGR	Q4GXU6	40S ribosomal protein S4	RpS4	Carabus granulatus (Ground beetle)	GO:0003735; GO:0005840; GO:0006412; GO:0019843	OG0011741	KOHALENSIS	PARANIGRA	881.2640586	4133.169407	2507.216733	-2.229052401	0.109786144	-20.30358577	1.20E-91	1.62E-89	TRINITY_GG_5788_c1_g1_i11.p1	Lko057S007758	850909	855005	+
SKP1_BOVIN	Q3ZCF3	S-phase kinase-associated protein 1 (Cyclin-A/CDK2-associated protein p19) (S-phase kinase-associated protein 1A) (p19A) (p19skp1)	SKP1 SKP1A	Bos taurus (Bovine)	GO:0000209; GO:0005634; GO:0005737; GO:0005829; GO:0008013; GO:0019005; GO:0031146; GO:0031467; GO:0031519; GO:0035518; GO:0051457; GO:0097602; GO:1904668; GO:1990444; GO:1990756	OG0007501	KOHALENSIS	PARANIGRA	655.9468558	1972.199055	1314.072955	-1.588515261	0.07861316	-20.20673461	8.54E-91	1.14E-88	TRINITY_GG_24976_c0_g1_i5.p1	Lko057S000763	564373	567865	-
PTP1_NPVOP	O10274	"Putative tyrosine-protein phosphatase 1, Protein-tyrosine phosphatase 1, EC 3.1.3.48"	PTP-1 ORF10	Orgyia pseudotsugata multicapsid polyhedrosis virus (OpMNPV)	GO:0004725; GO:0006470; GO:0008138	OG0009265	KOHALENSIS	PARANIGRA	2300.549388	528.3726809	1414.461035	2.123210511	0.105731984	20.0810618	1.08E-89	1.43E-87	TRINITY_GG_30748_c0_g2_i11.p1	Lko057S002745	624231	633850	+
NA	NA	NA	NA	NA	NA	OG0006053	KOHALENSIS	PARANIGRA	31.42533257	307.7947438	169.6100382	-3.301721693	0.164724646	-20.04388395	2.28E-89	2.97E-87	TRINITY_GG_20307_c0_g1_i2.p1	Lko057S002760	50244	50804	+
NA	NA	NA	NA	NA	NA	OG0009173	KOHALENSIS	PARANIGRA	39.94519889	378.604011	209.2746049	-3.238593873	0.162049366	-19.9852302	7.40E-89	9.52E-87	TRINITY_GG_30461_c0_g1_i4.p1	Lko057S002481	49444	50005	+
NA	NA	NA	NA	NA	NA	OG0012647	KOHALENSIS	PARANIGRA	251.2125745	24.99158734	138.1020809	3.312923868	0.167261609	19.80683963	2.60E-87	3.30E-85	TRINITY_GG_8749_c1_g1_i4.p1	Lko057S000838	21952	40128	+
GDE_HUMAN	P35573	"Glycogen debranching enzyme (Glycogen debrancher) [Includes: 4-alpha-glucanotransferase, EC 2.4.1.25 (Oligo-1,4-1,4-glucantransferase); Amylo-alpha-1,6-glucosidase, Amylo-1,6-glucosidase, EC 3.2.1.33 (Dextrin 6-alpha-D-glucosidase) ]"	AGL GDE	Homo sapiens (Human)	GO:0004133; GO:0004134; GO:0004135; GO:0005576; GO:0005634; GO:0005737; GO:0005829; GO:0005978; GO:0005980; GO:0007584; GO:0016234; GO:0016529; GO:0030247; GO:0031593; GO:0034774; GO:0043033; GO:0051384; GO:0102500; GO:1904813	OG0004181	KOHALENSIS	PARANIGRA	18.87252123	300.8307599	159.8516406	-3.988276724	0.202902241	-19.65614917	5.12E-86	6.41E-84	TRINITY_GG_14125_c0_g1_i60.p4	Lko057S006798	308909	312745	-
RSRC2_XENTR	Q5XHJ5	Arginine/serine-rich coiled-coil protein 2	rsrc2	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	NA	OG0005855	KOHALENSIS	PARANIGRA	451.497527	103.8910225	277.6942748	2.12685901	0.108458109	19.60995842	1.27E-85	1.57E-83	TRINITY_GG_19814_c0_g1_i7.p1	Lko057S000180	864505	869416	+
NA	NA	NA	NA	NA	NA	OG0004411	KOHALENSIS	PARANIGRA	118.7434402	717.4686157	418.1060279	-2.596126818	0.13309012	-19.50653306	9.66E-85	1.18E-82	TRINITY_GG_15040_c0_g1_i5.p4	Lko057S000209	979520	982992	-
NA	NA	NA	NA	NA	NA	OG0006150	KOHALENSIS	PARANIGRA	81.2271195	628.1014961	354.6643078	-2.945271185	0.151063899	-19.49685668	1.17E-84	1.41E-82	TRINITY_GG_20630_c2_g1_i17.p4	Lko057S005396	143402	146912	-
NA	NA	NA	NA	NA	NA	OG0003794	KOHALENSIS	PARANIGRA	11.77727505	213.3123571	112.5448161	-4.174001048	0.216406555	-19.28777551	6.80E-83	8.10E-81	TRINITY_GG_12955_c4_g1_i35.p1	Lko057S000199	1089699	1090088	-
DJSHV_DROME	Q9VPQ2	DnaJ homolog shv (Protein shriveled)	shv CG4164	Drosophila melanogaster (Fruit fly)	GO:0005178; GO:0005615; GO:0005634; GO:0005783; GO:0005886; GO:0006457; GO:0007155; GO:0031594; GO:0036098; GO:0051082; GO:0051604; GO:0051787; GO:0060250; GO:0090129; GO:2001046	OG0004060	KOHALENSIS	PARANIGRA	382.5027112	32.02993378	207.2663225	3.565677892	0.185590389	19.21262146	2.90E-82	3.41E-80	TRINITY_GG_13789_c1_g1_i5.p1	Lko057S002778	83206	85555	-
ASSY_HUMAN	P00966	"Argininosuccinate synthase, EC 6.3.4.5 (Citrulline--aspartate ligase)"	ASS1 ASS	Homo sapiens (Human)	GO:0000050; GO:0000052; GO:0000053; GO:0001822; GO:0001889; GO:0003723; GO:0004055; GO:0005524; GO:0005654; GO:0005737; GO:0005741; GO:0005764; GO:0005783; GO:0005829; GO:0006526; GO:0006531; GO:0006953; GO:0007494; GO:0007568; GO:0007584; GO:0007623; GO:0009410; GO:0010043; GO:0010046; GO:0015643; GO:0016597; GO:0032355; GO:0042802; GO:0043204; GO:0045429; GO:0060416; GO:0060539; GO:0070062; GO:0070852; GO:0071222; GO:0071230; GO:0071242; GO:0071320; GO:0071346; GO:0071356; GO:0071377; GO:0071400; GO:0071418; GO:0071499; GO:0071549; GO:1903038	OG0007295	KOHALENSIS	PARANIGRA	87.63068149	682.8791332	385.2549073	-2.965149487	0.154399527	-19.20439487	3.40E-82	3.95E-80	TRINITY_GG_24349_c0_g1_i31.p1	Lko057S004591	6950	8273	+
NA	NA	NA	NA	NA	NA	OG0009501	KOHALENSIS	PARANIGRA	53.25539708	404.1832111	228.7193041	-2.924572396	0.15276311	-19.14449369	1.08E-81	1.23E-79	TRINITY_GG_31524_c3_g1_i3.p1	Lko057S009920	426458	426919	+
HIPK2_HUMAN	Q9H2X6	"Homeodomain-interacting protein kinase 2, hHIPk2, EC 2.7.11.1"	HIPK2	Homo sapiens (Human)	GO:0000122; GO:0001654; GO:0001934; GO:0003713; GO:0003714; GO:0004672; GO:0004674; GO:0004713; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0006468; GO:0006978; GO:0007179; GO:0007224; GO:0007628; GO:0008283; GO:0008284; GO:0009952; GO:0010842; GO:0016604; GO:0016605; GO:0018105; GO:0018107; GO:0030182; GO:0030218; GO:0030511; GO:0030514; GO:0030578; GO:0032092; GO:0042771; GO:0043388; GO:0043524; GO:0045766; GO:0045893; GO:0045944; GO:0046330; GO:0046332; GO:0046790; GO:0048596; GO:0050882; GO:0051091; GO:0051402; GO:0051726; GO:0060059; GO:0060235; GO:0060395; GO:0061072; GO:0061629; GO:0071456; GO:0090575; GO:0097193; GO:0106310; GO:1901796; GO:2000059	OG0005454	KOHALENSIS	PARANIGRA	543.3642727	161.0602202	352.2122464	1.75182248	0.09275982	18.88557432	1.50E-79	1.70E-77	TRINITY_GG_18437_c1_g1_i75.p1	Lko057S003206	335017	383128	+
NA	NA	NA	NA	NA	NA	OG0010180	KOHALENSIS	PARANIGRA	40.47133987	328.3937163	184.4325281	-3.019795574	0.16156547	-18.69084762	5.88E-78	6.59E-76	TRINITY_GG_33733_c0_g1_i28.p1	Lko057S003327	63100	63699	-
NA	NA	NA	NA	NA	NA	OG0011767	KOHALENSIS	PARANIGRA	1217.795031	174.4563386	696.1256848	2.803768915	0.150100095	18.67932804	7.29E-78	8.08E-76	TRINITY_GG_5816_c1_g1_i30.p1	Lko057S004801	243361	248671	-
NA	NA	NA	NA	NA	NA	OG0004512	KOHALENSIS	PARANIGRA	78.96563522	435.5614724	257.2635538	-2.467260321	0.13226319	-18.65417216	1.17E-77	1.28E-75	TRINITY_GG_15394_c0_g1_i13.p2	Lko057S005452	2629	5117	-
NA	NA	NA	NA	NA	NA	OG0011956	KOHALENSIS	PARANIGRA	3721.957786	1159.081225	2440.519506	1.683962503	0.090448209	18.61797517	2.30E-77	2.49E-75	TRINITY_GG_6480_c0_g1_i36.p1	Lko057S001632	142904	172843	-
DEK_MOUSE	Q7TNV0	Protein DEK	Dek	Mus musculus (Mouse)	GO:0003677; GO:0005634; GO:0005654; GO:0005730; GO:0006338; GO:0035066; GO:0042393; GO:0043292; GO:0045943; GO:0045944; GO:0045945; GO:0110016; GO:2000779; GO:2001032	OG0009338	KOHALENSIS	PARANIGRA	294.5454664	40.50127104	167.5233687	2.856580993	0.153543018	18.60443426	2.96E-77	3.17E-75	TRINITY_GG_31022_c1_g1_i1.p1	Lko057S003653	563570	577257	+
NA	NA	NA	NA	NA	NA	OG0011277	KOHALENSIS	PARANIGRA	1778.636734	5016.743994	3397.690364	-1.495795247	0.080423884	-18.59889344	3.28E-77	3.48E-75	TRINITY_GG_428_c0_g1_i13.p2	Lko057S002871	15690	39310	-
NUBP2_AEDAE	Q16H50	Cytosolic Fe-S cluster assembly factor NUBP2 homolog	AAEL008143 AAEL014154	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	GO:0005524; GO:0005737; GO:0016226; GO:0046872; GO:0051539; GO:0140663	OG0009517	KOHALENSIS	PARANIGRA	202.5044406	12.18367273	107.3440567	4.08174889	0.219749582	18.5745468	5.16E-77	5.41E-75	TRINITY_GG_31597_c3_g1_i27.p1	Lko057S002295	693982	720428	-
NA	NA	NA	NA	NA	NA	OG0007809	KOHALENSIS	PARANIGRA	441.3586198	55.36070713	248.3596635	3.00960766	0.162882667	18.47715114	3.15E-76	3.27E-74	TRINITY_GG_26050_c0_g1_i167.p2	Lko057S002294	150095	151217	+
NA	NA	NA	NA	NA	NA	OG0008077	KOHALENSIS	PARANIGRA	93.24825369	560.9429974	327.0956255	-2.589288522	0.141020467	-18.3610832	2.69E-75	2.76E-73	TRINITY_GG_2693_c1_g3_i1.p1	Lko057S001315	319225	319632	-
NA	NA	NA	NA	NA	NA	OG0009304	KOHALENSIS	PARANIGRA	561.0092895	82.81658496	321.9129372	2.763743322	0.150609136	18.35043603	3.27E-75	3.32E-73	TRINITY_GG_30942_c0_g1_i7.p1	Lko057S002080	271327	281153	+
ATAD2_MOUSE	Q8CDM1	"ATPase family AAA domain-containing protein 2, EC 3.6.1.-"	Atad2	Mus musculus (Mouse)	GO:0003682; GO:0005524; GO:0005634; GO:0005654; GO:0006325; GO:0016887; GO:0042393; GO:0045893; GO:0045944	OG0005622	KOHALENSIS	PARANIGRA	241.9156269	33.6204628	137.7680449	2.85906363	0.156097632	18.31586803	6.18E-75	6.21E-73	TRINITY_GG_19145_c0_g1_i42.p1	Lko057S000627	480098	510166	+
TESK2_HUMAN	Q96S53	"Dual specificity testis-specific protein kinase 2, EC 2.7.12.1 (Testicular protein kinase 2)"	TESK2	Homo sapiens (Human)	GO:0004672; GO:0004674; GO:0004712; GO:0004713; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0006468; GO:0007283; GO:0016604; GO:0030036; GO:0046872; GO:0048041; GO:0106310	OG0010732	KOHALENSIS	PARANIGRA	433.2416648	119.7717825	276.5067236	1.849220591	0.101228371	18.26780946	1.49E-74	1.48E-72	TRINITY_GG_35246_c0_g1_i6.p1	Lko057S012531	5422	5640	-
RMD1_PONAB	Q5R8E4	"Regulator of microtubule dynamics protein 1, RMD-1 (Protein FAM82B)"	RMDN1 FAM82B	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	GO:0000922; GO:0005737; GO:0005874	OG0006007	KOHALENSIS	PARANIGRA	147.1269392	19.33295619	83.2299477	2.931460981	0.160487029	18.26603054	1.54E-74	1.52E-72	TRINITY_GG_20203_c0_g1_i1.p1	Lko057C122434	642	683	-
NA	NA	NA	NA	NA	NA	OG0009665	KOHALENSIS	PARANIGRA	318.4739199	1320.424813	819.4493665	-2.052215728	0.112577524	-18.22935564	3.02E-74	2.94E-72	TRINITY_GG_31975_c1_g1_i1.p1	Lko057S006728	106949	111116	-
VATE_DROME	P54611	"V-type proton ATPase subunit E, V-ATPase subunit E (V-ATPase 26 kDa subunit) (Vacuolar proton pump subunit E)"	Vha26 CG1088	Drosophila melanogaster (Fruit fly)	GO:0000221; GO:0005886; GO:0007430; GO:0033181; GO:0035002; GO:0045176; GO:0046961; GO:1902600	OG0006523	KOHALENSIS	PARANIGRA	181.3445932	647.8725971	414.6085951	-1.83851957	0.100942969	-18.21344855	4.04E-74	3.89E-72	TRINITY_GG_22017_c0_g1_i49.p2	Lko057S000083	423038	423798	+
NA	NA	NA	NA	NA	NA	OG0010243	KOHALENSIS	PARANIGRA	438.2849284	1163.937596	801.1112624	-1.409299493	0.077681794	-18.14195347	1.49E-73	1.42E-71	TRINITY_GG_33945_c0_g1_i129.p2	Lko057S000836	41853	63968	-
TERA_DROME	Q7KN62	"Transitional endoplasmic reticulum ATPase TER94, EC 3.6.4.6 (Valosin-containing protein homolog)"	TER94 VCP CG2331	Drosophila melanogaster (Fruit fly)	GO:0000226; GO:0005524; GO:0005634; GO:0005737; GO:0005765; GO:0005886; GO:0006508; GO:0006511; GO:0007029; GO:0007030; GO:0007040; GO:0007279; GO:0007317; GO:0016320; GO:0016887; GO:0031965; GO:0032436; GO:0035096; GO:0043161; GO:0043186; GO:0043523; GO:0043525; GO:0044754; GO:0045169; GO:0045879; GO:0046598; GO:0046716; GO:0048477; GO:0048813; GO:0061909; GO:0090090; GO:0097212; GO:0097352; GO:0098586	OG0008693	KOHALENSIS	PARANIGRA	2328.285254	402.0865835	1365.185919	2.531262067	0.141579747	17.87870174	1.73E-71	1.63E-69	TRINITY_GG_29016_c4_g1_i23.p1	Lko057S003115	703587	710946	+
NA	NA	NA	NA	NA	NA	OG0006802	KOHALENSIS	PARANIGRA	149.9856323	848.7232822	499.3544573	-2.498428416	0.140040374	-17.84077224	3.41E-71	3.19E-69	TRINITY_GG_22830_c1_g1_i22.p1	Lko057S001956	361596	362363	+
NA	NA	NA	NA	NA	NA	OG0006052	KOHALENSIS	PARANIGRA	229.6516248	37.4798013	133.5657131	2.614349211	0.146562019	17.83783571	3.59E-71	3.33E-69	TRINITY_GG_20302_c5_g1_i9.p1	Lko057S001860	44201	119450	-
NA	NA	NA	NA	NA	NA	OG0012898	KOHALENSIS	PARANIGRA	3.228625372	183.3359945	93.28230994	-5.812658374	0.32672146	-17.79086801	8.32E-71	7.64E-69	TRINITY_GG_9581_c0_g1_i12.p3	Lko057S005029	46223	46537	+
RB3GP_MOUSE	Q80UJ7	"Rab3 GTPase-activating protein catalytic subunit (RAB3 GTPase-activating protein 130 kDa subunit) (Rab3-GAP p130, Rab3-GAP)"	Rab3gap1 Kiaa0066 Rab3gap	Mus musculus (Mouse)	GO:0005085; GO:0005096; GO:0005737; GO:0005794; GO:0005811; GO:0007420; GO:0010628; GO:0010807; GO:0021854; GO:0031267; GO:0032483; GO:0032991; GO:0034389; GO:0043010; GO:0043087; GO:0043547; GO:0048172; GO:0048489; GO:0050821; GO:0060076; GO:0060079; GO:0060325; GO:0061646; GO:0071782; GO:0097051; GO:0098794; GO:1903061; GO:1903233; GO:1903373; GO:2000786	OG0008015	KOHALENSIS	PARANIGRA	252.0805037	41.93442389	147.0074638	2.585756772	0.145412295	17.78224309	9.70E-71	8.83E-69	TRINITY_GG_26704_c0_g1_i18.p1	Lko057S001814	280683	293180	+
NA	NA	NA	NA	NA	NA	OG0007430	KOHALENSIS	PARANIGRA	443.9082315	1340.178906	892.0435688	-1.593037655	0.089981055	-17.70414508	3.90E-70	3.51E-68	TRINITY_GG_24749_c1_g1_i17.p1	Lko057S001966	24536	52744	-
NA	NA	NA	NA	NA	NA	OG0006671	KOHALENSIS	PARANIGRA	3.517297184	158.5045672	81.01093218	-5.458584111	0.308836647	-17.67466447	6.57E-70	5.87E-68	TRINITY_GG_22399_c0_g1_i5.p3	Lko057S005934	50429	50875	+
MED29_BOMMO	Q5ISW3	Mediator of RNA polymerase II transcription subunit 29 (Mediator complex subunit 29) (Protein intersex)	ix MED29	Bombyx mori (Silk moth)	GO:0016592	OG0010649	KOHALENSIS	PARANIGRA	326.4720791	18.69984815	172.5859636	4.119060953	0.236268308	17.4338276	4.57E-68	4.04E-66	TRINITY_GG_35126_c2_g1_i9.p1	Lko057S001242	229753	233063	+
ANKHM_DROME	Q9VCA8	Ankyrin repeat and KH domain-containing protein mask (Multiple ankyrin repeat single KH domain-containing protein)	mask CG33106	Drosophila melanogaster (Fruit fly)	GO:0001751; GO:0003723; GO:0005634; GO:0005737; GO:0005829; GO:0007005; GO:0007169; GO:0019901; GO:0030018; GO:0031430; GO:0045214; GO:0045874; GO:0045944; GO:0046427; GO:0046843; GO:0060361; GO:0090212; GO:0090575; GO:1903147	OG0011864	KOHALENSIS	PARANIGRA	596.9924091	2762.021359	1679.506884	-2.209256075	0.126738026	-17.43167502	4.74E-68	4.16E-66	TRINITY_GG_6215_c0_g1_i44.p3	Lko057S000861	469668	484310	-
LRWD1_XENTR	B0JZ65	"Leucine-rich repeat and WD repeat-containing protein 1 (ORC-associated protein, ORCA) (Origin recognition complex-associated protein)"	lrwd1 orca	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	GO:0000122; GO:0000776; GO:0000781; GO:0003682; GO:0005634; GO:0005664; GO:0005721; GO:0005737; GO:0005815; GO:0006260; GO:0006325; GO:0008327; GO:0035064; GO:0035098; GO:0071169	OG0010403	KOHALENSIS	PARANIGRA	208.3319283	2.717228767	105.5245785	6.239247146	0.358801988	17.38910973	9.98E-68	8.67E-66	TRINITY_GG_34393_c1_g1_i1.p2	Lko057S001540	5741	13057	+
AMN1_MOUSE	B8JKV0	Protein AMN1 homolog	Amn1	Mus musculus (Mouse)	GO:0019005; GO:0031146	OG0006275	KOHALENSIS	PARANIGRA	72.10678381	328.5694273	200.3381056	-2.18535463	0.12590501	-17.35716976	1.74E-67	1.50E-65	TRINITY_GG_21078_c3_g1_i18.p1	Lko057S003049	166970	167544	-
TSN31_DANRE	Q7ZUB3	"Tetraspanin-31, Tspan-31 (Sarcoma-amplified sequence homolog)"	tspan31 sas zgc:56710	Danio rerio (Zebrafish) (Brachydanio rerio)	GO:0005887	OG0010215	KOHALENSIS	PARANIGRA	111.3888599	635.1987403	373.2938001	-2.511705472	0.145013185	-17.32053169	3.29E-67	2.81E-65	TRINITY_GG_33854_c0_g1_i26.p2	Lko057S001220	69221	70998	-
KI21A_MOUSE	Q9QXL2	Kinesin-like protein KIF21A	Kif21a Kiaa1708	Mus musculus (Mouse)	GO:0003777; GO:0005524; GO:0005829; GO:0005871; GO:0005874; GO:0005886; GO:0007018; GO:0008017; GO:0016887; GO:0030424; GO:0030425; GO:0071532	OG0006139	KOHALENSIS	PARANIGRA	1181.769634	171.8716725	676.8206531	2.778187667	0.160662893	17.2920306	5.40E-67	4.57E-65	TRINITY_GG_2062_c11_g1_i6.p1	Lko057S004540	251050	432026	-
CCAR1_HUMAN	Q8IX12	"Cell division cycle and apoptosis regulator protein 1 (Cell cycle and apoptosis regulatory protein 1, CARP-1) (Death inducer with SAP domain)"	CCAR1 CARP1 DIS	Homo sapiens (Human)	GO:0000978; GO:0003713; GO:0003714; GO:0003723; GO:0005634; GO:0005641; GO:0005654; GO:0006355; GO:0006915; GO:0007049; GO:0008284; GO:0030335; GO:0030374; GO:0043065; GO:0048471	OG0011889	KOHALENSIS	PARANIGRA	291.0618165	949.189985	620.1259007	-1.705327954	0.09862701	-17.2906788	5.53E-67	4.64E-65	TRINITY_GG_6248_c1_g1_i41.p1	Lko057S004570	540341	568044	-
NOC41_XENLA	Q6NRQ2	"Nucleolar complex protein 4 homolog A, NOC4 protein homolog A (NOC4-like protein A) (Nucleolar complex-associated protein 4-like protein A)"	noc4l-a	Xenopus laevis (African clawed frog)	GO:0005730; GO:0016021; GO:0031965; GO:0042254	OG0003061	KOHALENSIS	PARANIGRA	227.7788374	55.20801179	141.4934246	2.041979551	0.118392897	17.24748362	1.17E-66	9.72E-65	TRINITY_GG_10769_c8_g1_i7.p1	Lko057S006956	93238	101596	-
KI10A_DROME	Q960Z0	Kinesin-like protein Klp10A (Kinesin-like protein at cytological position 10A)	Klp10A CG1453	Drosophila melanogaster (Fruit fly)	GO:0000212; GO:0000775; GO:0000922; GO:0003774; GO:0003777; GO:0005524; GO:0005813; GO:0005819; GO:0005828; GO:0005871; GO:0005874; GO:0007018; GO:0007019; GO:0007051; GO:0007052; GO:0007057; GO:0007079; GO:0008017; GO:0008574; GO:0016887; GO:0045167; GO:0051296; GO:0051298; GO:0051301; GO:0055028; GO:0061673; GO:0061867; GO:0070462; GO:0072687; GO:0090619; GO:0097431; GO:0098534; GO:1905515	OG0005119	KOHALENSIS	PARANIGRA	2780.002177	603.6646845	1691.833431	2.202995096	0.128177783	17.18702757	3.32E-66	2.74E-64	TRINITY_GG_1731_c0_g1_i46.p1	Lko057S000431	116871	139619	+
NA	NA	NA	NA	NA	NA	OG0011389	KOHALENSIS	PARANIGRA	172.7066009	1585.35246	879.0295303	-3.198568358	0.186366567	-17.16277985	5.04E-66	4.12E-64	TRINITY_GG_4741_c11_g1_i11.p2	Lko057S000054	435321	437982	-
TRUB2_XENTR	Q5XGG2	"Pseudouridylate synthase TRUB2, mitochondrial, EC 5.4.99.- (TruB pseudouridine synthase homolog 2) (tRNA pseudouridine 55 synthase TRUB2, Psi55 synthase TRUB2, EC 5.4.99.25)"	Trub2	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	GO:0001522; GO:0003723; GO:0005759; GO:0006397; GO:0008033; GO:0009982	OG0005377	KOHALENSIS	PARANIGRA	290.8342153	66.97898118	178.9065982	2.128424826	0.124269451	17.12749836	9.25E-66	7.50E-64	TRINITY_GG_1824_c0_g1_i6.p1	Lko057S004747	429197	430901	+
S35F6_HUMAN	Q8N357	"Solute carrier family 35 member F6 (ANT2-binding protein, ANT2BP) (Transport and Golgi organization 9 homolog)"	SLC35F6 C2orf18 UNQ3047/PRO9863	Homo sapiens (Human)	GO:0005654; GO:0005739; GO:0005765; GO:0005829; GO:0008284; GO:0016020; GO:0016021; GO:0022857; GO:0043231; GO:0070062; GO:1901029	OG0007453	KOHALENSIS	PARANIGRA	174.986299	21.97879917	98.48254908	3.010145047	0.176082106	17.09512176	1.61E-65	1.30E-63	TRINITY_GG_24835_c0_g1_i6.p1	Lko057S004884	277450	292028	+
NA	NA	NA	NA	NA	NA	OG0005340	KOHALENSIS	PARANIGRA	172.4212577	20.55221963	96.48673865	3.066464406	0.180103944	17.02608137	5.26E-65	4.19E-63	TRINITY_GG_1805_c0_g1_i1.p1	Lko057S001071	546824	546951	-
NA	NA	NA	NA	NA	NA	OG0010295	KOHALENSIS	PARANIGRA	1044.175217	269.6504009	656.9128091	1.950506921	0.114889217	16.97728444	1.21E-64	9.56E-63	TRINITY_GG_34044_c0_g1_i12.p1	Lko057S007015	38592	46800	+
NA	NA	NA	NA	NA	NA	OG0003387	KOHALENSIS	PARANIGRA	0.821122306	638.0728168	319.4469695	-9.561023609	0.563935135	-16.9541194	1.79E-64	1.41E-62	TRINITY_GG_11823_c0_g1_i35.p3	Lko057S000854	1866	34364	-
NA	NA	NA	NA	NA	NA	OG0005083	KOHALENSIS	PARANIGRA	441.0619895	1806.791852	1123.926921	-2.033961767	0.12050522	-16.87861963	6.46E-64	5.03E-62	TRINITY_GG_17228_c0_g2_i2.p2	Lko057S001366	26376	35277	+
NA	NA	NA	NA	NA	NA	OG0010555	KOHALENSIS	PARANIGRA	9.14375598	182.4241595	95.78395773	-4.323786576	0.256670509	-16.84566952	1.13E-63	8.71E-62	TRINITY_GG_3487_c0_g1_i2.p2	Lko057S000266	454253	460483	+
NA	NA	NA	NA	NA	NA	OG0007173	KOHALENSIS	PARANIGRA	61.0104846	302.4785721	181.7445284	-2.305722398	0.137043623	-16.82473326	1.61E-63	1.23E-61	TRINITY_GG_23935_c0_g1_i8.p1	Lko057S002264	211927	212743	+
NA	NA	NA	NA	NA	NA	OG0009178	KOHALENSIS	PARANIGRA	48.7556086	254.905113	151.8303608	-2.388967517	0.1420745	-16.81489303	1.90E-63	1.44E-61	TRINITY_GG_3049_c2_g2_i1.p2	Lko057S001738	159496	165400	-
HUTI_NEMVE	A7RX26	"Probable imidazolonepropionase, EC 3.5.2.7 (Amidohydrolase domain-containing protein 1 homolog)"	amdhd1 v1g163675	Nematostella vectensis (Starlet sea anemone)	GO:0005737; GO:0006548; GO:0019556; GO:0019557; GO:0046872; GO:0050480	OG0011924	KOHALENSIS	PARANIGRA	174.0212537	25.66724181	99.84424774	2.756601611	0.164065276	16.80185889	2.37E-63	1.78E-61	TRINITY_GG_6324_c1_g1_i15.p1	Lko057S006304	157512	188385	+
NECAP_DROME	Q9VXB0	NECAP-like protein CG9132	CG9132	Drosophila melanogaster (Fruit fly)	GO:0005905; GO:0006897; GO:0015031; GO:0016192; GO:0030125	OG0012187	KOHALENSIS	PARANIGRA	154.8855974	21.63255944	88.2590784	2.834586187	0.168894763	16.78315028	3.24E-63	2.42E-61	TRINITY_GG_725_c5_g1_i40.p1	Lko057S004840	216258	221430	+
NA	NA	NA	NA	NA	NA	OG0003840	KOHALENSIS	PARANIGRA	18.15213419	206.7663591	112.4592467	-3.508215701	0.209545842	-16.74199622	6.48E-63	4.80E-61	TRINITY_GG_13034_c1_g1_i12.p1	Lko057S000868	579706	581759	-
SAMH1_DANRE	Q502K2	"Deoxynucleoside triphosphate triphosphohydrolase SAMHD1, dNTPase, EC 3.1.5.-"	samhd1	Danio rerio (Zebrafish) (Brachydanio rerio)	GO:0000724; GO:0003676; GO:0003697; GO:0003723; GO:0005525; GO:0005634; GO:0006203; GO:0006974; GO:0008270; GO:0008832; GO:0009264; GO:0016446; GO:0016793; GO:0032567; GO:0035861; GO:0045087; GO:0045088; GO:0046061; GO:0051289; GO:0051607; GO:0060339; GO:0106375; GO:0110025	OG0003955	KOHALENSIS	PARANIGRA	113.0642204	1378.006311	745.5352657	-3.6083517	0.217242835	-16.60976164	5.92E-62	4.36E-60	TRINITY_GG_13436_c1_g1_i13.p1	Lko057S000638	16156	31782	-
NA	NA	NA	NA	NA	NA	OG0012204	KOHALENSIS	PARANIGRA	44.84882805	228.0611882	136.4550081	-2.34192845	0.141011591	-16.6080563	6.09E-62	4.45E-60	TRINITY_GG_732_c0_g1_i12.p2	Lko057S005699	69513	71443	+
MTX1_BOVIN	Q2TBS1	Metaxin-1 (Mitochondrial outer membrane import complex protein 1)	MTX1	Bos taurus (Bovine)	GO:0001401; GO:0005737; GO:0007005; GO:0015031; GO:0016021	OG0006399	KOHALENSIS	PARANIGRA	802.1163374	207.8077026	504.96202	1.95197532	0.117640878	16.59266191	7.88E-62	5.71E-60	TRINITY_GG_21511_c4_g1_i15.p1	Lko057S001592	489104	497461	-
RHG21_XENTR	A2RUV4	Rho GTPase-activating protein 21 (Rho-type GTPase-activating protein 21)	arhgap21	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	GO:0000139; GO:0005096; GO:0005856; GO:0007165; GO:0030659; GO:0051645; GO:0070161	OG0009838	KOHALENSIS	PARANIGRA	1008.634491	237.1168214	622.8756563	2.084656925	0.126004994	16.54424044	1.76E-61	1.27E-59	TRINITY_GG_32595_c0_g1_i7.p1	Lko057S000170	222017	245565	-
