Orthogroup	lk	ln	lp	ls
OG0002985	TRINITY_GG_10463_c4_g1_i16.p1	TRINITY_GG_2832_c6_g1_i11.p1	TRINITY_GG_24600_c0_g1_i38.p1	TRINITY_GG_6344_c4_g1_i2.p1
OG0002986	TRINITY_GG_10463_c5_g1_i11.p2	TRINITY_GG_2832_c13_g1_i24.p2	TRINITY_GG_24598_c7_g1_i5.p2	TRINITY_GG_6344_c8_g1_i2.p2
OG0002987	TRINITY_GG_10463_c62_g2_i1.p1	TRINITY_GG_2832_c14_g1_i3.p1	TRINITY_GG_24598_c6_g1_i1.p1	TRINITY_GG_6344_c15_g1_i1.p1
OG0002988	TRINITY_GG_10467_c0_g2_i3.p1	TRINITY_GG_2832_c0_g1_i5.p1	TRINITY_GG_24598_c0_g2_i2.p1	TRINITY_GG_6344_c0_g1_i4.p1
OG0002989	TRINITY_GG_10467_c1_g1_i53.p1	TRINITY_GG_2832_c4_g1_i8.p1	TRINITY_GG_24598_c1_g1_i70.p1	TRINITY_GG_6344_c1_g1_i40.p1
OG0002990	TRINITY_GG_1046_c0_g1_i1.p1	TRINITY_GG_18658_c0_g1_i1.p1	TRINITY_GG_27804_c0_g1_i1.p1	TRINITY_GG_33853_c0_g1_i9.p1
OG0002992	TRINITY_GG_10482_c0_g1_i12.p1	TRINITY_GG_32799_c0_g1_i3.p1	TRINITY_GG_7525_c0_g1_i1.p1	TRINITY_GG_15972_c0_g1_i10.p1
OG0002994	TRINITY_GG_10498_c0_g1_i21.p3	TRINITY_GG_25488_c2_g1_i10.p3	TRINITY_GG_33467_c1_g1_i5.p3	TRINITY_GG_16580_c1_g1_i6.p2
OG0002995	TRINITY_GG_10498_c0_g1_i21.p1	TRINITY_GG_25488_c2_g1_i10.p1	TRINITY_GG_33467_c1_g1_i5.p1	TRINITY_GG_16580_c1_g1_i6.p1
OG0002996	TRINITY_GG_10500_c0_g1_i2.p1	TRINITY_GG_25488_c1_g1_i2.p1	TRINITY_GG_33467_c0_g1_i8.p1	TRINITY_GG_16580_c0_g1_i37.p1
OG0002997	TRINITY_GG_10500_c1_g1_i1.p1	TRINITY_GG_25488_c0_g2_i2.p1	TRINITY_GG_33467_c4_g1_i1.p1	TRINITY_GG_16580_c3_g1_i1.p1
OG0002998	TRINITY_GG_10503_c0_g1_i6.p1	TRINITY_GG_11595_c0_g1_i1.p1	TRINITY_GG_19250_c0_g1_i1.p1	TRINITY_GG_16174_c0_g1_i1.p1
OG0002999	TRINITY_GG_10505_c0_g1_i2.p1	TRINITY_GG_11597_c0_g1_i3.p1	TRINITY_GG_19245_c0_g1_i1.p1	TRINITY_GG_16173_c0_g1_i2.p1
OG0003000	TRINITY_GG_10515_c2_g2_i1.p1	TRINITY_GG_23086_c1_g2_i1.p2	TRINITY_GG_985_c8_g1_i4.p2	TRINITY_GG_23747_c3_g1_i1.p1
OG0003001	TRINITY_GG_10515_c3_g1_i1.p1	TRINITY_GG_23086_c5_g1_i13.p1	TRINITY_GG_985_c2_g1_i1.p1	TRINITY_GG_23747_c2_g1_i1.p1
OG0003002	TRINITY_GG_10523_c0_g1_i4.p1	TRINITY_GG_8940_c16_g1_i24.p1	TRINITY_GG_31839_c0_g1_i4.p1	TRINITY_GG_20284_c1_g1_i4.p1
OG0003003	TRINITY_GG_10523_c6_g1_i7.p1	TRINITY_GG_8940_c0_g1_i6.p1	TRINITY_GG_31839_c1_g1_i3.p1	TRINITY_GG_20284_c0_g1_i5.p1
OG0003005	TRINITY_GG_1053_c0_g1_i2.p1	TRINITY_GG_33249_c0_g1_i3.p1	TRINITY_GG_22317_c0_g1_i3.p1	TRINITY_GG_11785_c0_g1_i4.p1
OG0003006	TRINITY_GG_10574_c0_g1_i1.p1	TRINITY_GG_26015_c0_g1_i1.p1	TRINITY_GG_12446_c0_g1_i1.p1	TRINITY_GG_29253_c0_g1_i1.p1
OG0003007	TRINITY_GG_10584_c0_g1_i1.p1	TRINITY_GG_26962_c0_g1_i1.p1	TRINITY_GG_8308_c0_g1_i1.p1	TRINITY_GG_32015_c1_g1_i1.p1
OG0003008	TRINITY_GG_10587_c0_g1_i1.p1	TRINITY_GG_4263_c3_g2_i2.p1	TRINITY_GG_9753_c1_g1_i1.p1	TRINITY_GG_11675_c1_g1_i2.p1
OG0003009	TRINITY_GG_1059_c0_g1_i6.p1	TRINITY_GG_7843_c0_g1_i2.p1	TRINITY_GG_31895_c0_g1_i4.p1	TRINITY_GG_13039_c0_g1_i3.p1
OG0003010	TRINITY_GG_10608_c0_g1_i2.p1	TRINITY_GG_5044_c0_g1_i1.p1	TRINITY_GG_31604_c0_g1_i2.p1	TRINITY_GG_24946_c1_g1_i1.p1
OG0003011	TRINITY_GG_10608_c1_g1_i2.p1	TRINITY_GG_5044_c2_g1_i4.p1	TRINITY_GG_31607_c0_g1_i1.p1	TRINITY_GG_24947_c0_g1_i2.p1
OG0003012	TRINITY_GG_10608_c2_g1_i1.p1	TRINITY_GG_5044_c1_g1_i2.p1	TRINITY_GG_31607_c1_g1_i5.p1	TRINITY_GG_24947_c1_g1_i6.p1
OG0003013	TRINITY_GG_10613_c0_g1_i4.p1	TRINITY_GG_26071_c0_g1_i2.p1	TRINITY_GG_33068_c0_g1_i1.p1	TRINITY_GG_16030_c0_g1_i2.p1
OG0003015	TRINITY_GG_10623_c0_g1_i3.p1	TRINITY_GG_23653_c0_g1_i6.p1	TRINITY_GG_16839_c0_g1_i12.p1	TRINITY_GG_16982_c0_g1_i3.p1
OG0003016	TRINITY_GG_10623_c1_g1_i5.p1	TRINITY_GG_23651_c0_g1_i1.p1	TRINITY_GG_16823_c0_g1_i4.p1	TRINITY_GG_16983_c0_g1_i1.p1
OG0003017	TRINITY_GG_10625_c1_g1_i4.p1	TRINITY_GG_23642_c2_g1_i1.p1	TRINITY_GG_16840_c3_g1_i16.p1	TRINITY_GG_16974_c1_g1_i1.p1
OG0003018	TRINITY_GG_10625_c1_g3_i1.p1	TRINITY_GG_23642_c5_g1_i1.p1	TRINITY_GG_16840_c4_g1_i1.p1	TRINITY_GG_16974_c1_g2_i1.p1
OG0003019	TRINITY_GG_10625_c2_g1_i9.p1	TRINITY_GG_23642_c0_g1_i1.p1	TRINITY_GG_16840_c0_g1_i2.p1	TRINITY_GG_16974_c2_g1_i4.p1
OG0003020	TRINITY_GG_10625_c3_g2_i2.p1	TRINITY_GG_23642_c4_g1_i1.p1	TRINITY_GG_16840_c2_g1_i1.p1	TRINITY_GG_16974_c4_g1_i1.p1
OG0003021	TRINITY_GG_10627_c1_g1_i2.p1	TRINITY_GG_23651_c8_g1_i1.p1	TRINITY_GG_16823_c1_g1_i1.p1	TRINITY_GG_16976_c0_g1_i1.p1
OG0003022	TRINITY_GG_10653_c1_g1_i7.p2	TRINITY_GG_22426_c3_g1_i24.p2	TRINITY_GG_14293_c1_g1_i6.p2	TRINITY_GG_6187_c1_g1_i51.p2
OG0003023	TRINITY_GG_10653_c1_g1_i7.p1	TRINITY_GG_22426_c3_g1_i24.p1	TRINITY_GG_14293_c1_g1_i6.p1	TRINITY_GG_6187_c1_g1_i51.p1
OG0003024	TRINITY_GG_10653_c2_g1_i1.p1	TRINITY_GG_22426_c23_g1_i5.p1	TRINITY_GG_14303_c0_g1_i2.p1	TRINITY_GG_6182_c0_g1_i3.p1
OG0003025	TRINITY_GG_10670_c1_g1_i4.p1	TRINITY_GG_3946_c2_g2_i2.p1	TRINITY_GG_6149_c0_g1_i2.p1	TRINITY_GG_4807_c3_g1_i2.p1
OG0003026	TRINITY_GG_10670_c5_g1_i1.p1	TRINITY_GG_3946_c1_g1_i4.p1	TRINITY_GG_6142_c0_g1_i2.p1	TRINITY_GG_4807_c1_g1_i1.p1
OG0003027	TRINITY_GG_10678_c0_g1_i6.p2	TRINITY_GG_11424_c0_g1_i1.p2	TRINITY_GG_32148_c0_g1_i11.p2	TRINITY_GG_4840_c0_g1_i4.p2
OG0003028	TRINITY_GG_10678_c0_g1_i6.p1	TRINITY_GG_11424_c0_g1_i1.p1	TRINITY_GG_32148_c0_g1_i11.p1	TRINITY_GG_4840_c0_g1_i4.p1
OG0003029	TRINITY_GG_10680_c0_g1_i1.p1	TRINITY_GG_11428_c0_g1_i8.p1	TRINITY_GG_32151_c0_g1_i13.p1	TRINITY_GG_4841_c0_g1_i7.p1
OG0003030	TRINITY_GG_10682_c0_g1_i2.p1	TRINITY_GG_11425_c0_g1_i1.p1	TRINITY_GG_32152_c0_g1_i1.p1	TRINITY_GG_4846_c0_g1_i2.p1
OG0003031	TRINITY_GG_10683_c0_g1_i15.p1	TRINITY_GG_17698_c7_g1_i8.p1	TRINITY_GG_5191_c0_g1_i4.p1	TRINITY_GG_14511_c4_g1_i11.p1
OG0003032	TRINITY_GG_10683_c10_g1_i14.p2	TRINITY_GG_17698_c3_g1_i99.p2	TRINITY_GG_5191_c6_g1_i45.p1	TRINITY_GG_14511_c5_g1_i3.p2
OG0003033	TRINITY_GG_10683_c10_g1_i14.p1	TRINITY_GG_17698_c3_g1_i99.p4	TRINITY_GG_5191_c6_g1_i45.p2	TRINITY_GG_14511_c5_g1_i3.p1
OG0003034	TRINITY_GG_10683_c12_g1_i2.p1	TRINITY_GG_17698_c10_g1_i2.p1	TRINITY_GG_5191_c12_g1_i2.p1	TRINITY_GG_14511_c46_g1_i2.p1
OG0003035	TRINITY_GG_10683_c1_g1_i2.p1	TRINITY_GG_17698_c2_g1_i40.p1	TRINITY_GG_5191_c8_g1_i7.p1	TRINITY_GG_14511_c1_g1_i26.p1
OG0003036	TRINITY_GG_10683_c3_g1_i4.p1	TRINITY_GG_17698_c0_g1_i6.p1	TRINITY_GG_5191_c10_g1_i12.p1	TRINITY_GG_14511_c9_g1_i5.p1
OG0003037	TRINITY_GG_10683_c4_g1_i29.p2	TRINITY_GG_17698_c19_g1_i65.p2	TRINITY_GG_5191_c1_g1_i13.p2	TRINITY_GG_14511_c3_g1_i11.p2
OG0003038	TRINITY_GG_10683_c4_g1_i29.p1	TRINITY_GG_17698_c19_g1_i65.p1	TRINITY_GG_5191_c1_g1_i13.p1	TRINITY_GG_14511_c3_g1_i11.p1
OG0003039	TRINITY_GG_10683_c5_g1_i38.p2	TRINITY_GG_17698_c4_g1_i12.p1	TRINITY_GG_5191_c4_g1_i9.p1	TRINITY_GG_14511_c0_g1_i12.p1
OG0003040	TRINITY_GG_10683_c6_g1_i2.p1	TRINITY_GG_17698_c15_g1_i1.p1	TRINITY_GG_5191_c11_g1_i1.p1	TRINITY_GG_14511_c14_g1_i2.p1
OG0003041	TRINITY_GG_10683_c7_g1_i10.p2	TRINITY_GG_17698_c3_g1_i99.p3	TRINITY_GG_5191_c2_g1_i52.p2	TRINITY_GG_14511_c2_g1_i11.p2
OG0003042	TRINITY_GG_10683_c7_g1_i10.p1	TRINITY_GG_17698_c3_g1_i99.p1	TRINITY_GG_5191_c2_g1_i52.p1	TRINITY_GG_14511_c2_g1_i11.p1
OG0003043	TRINITY_GG_10683_c8_g1_i1.p1	TRINITY_GG_17698_c6_g1_i2.p1	TRINITY_GG_5191_c9_g1_i4.p1	TRINITY_GG_14511_c85_g1_i1.p1
OG0003044	TRINITY_GG_10683_c9_g1_i1.p1	TRINITY_GG_17698_c6_g2_i23.p1	TRINITY_GG_5191_c5_g1_i4.p1	TRINITY_GG_14511_c8_g1_i1.p1
OG0003045	TRINITY_GG_10686_c0_g1_i26.p1	TRINITY_GG_17699_c0_g1_i18.p1	TRINITY_GG_5187_c0_g1_i32.p1	TRINITY_GG_14514_c0_g1_i25.p1
OG0003046	TRINITY_GG_10691_c0_g1_i1.p1	TRINITY_GG_13834_c0_g2_i1.p1	TRINITY_GG_5925_c0_g1_i3.p1	TRINITY_GG_5502_c0_g1_i3.p1
OG0003049	TRINITY_GG_10697_c3_g1_i1.p1	TRINITY_GG_12888_c6_g1_i3.p1	TRINITY_GG_20376_c0_g1_i1.p1	TRINITY_GG_24962_c3_g1_i2.p1
OG0003050	TRINITY_GG_10697_c45_g1_i5.p2	TRINITY_GG_12888_c8_g1_i3.p2	TRINITY_GG_20374_c1_g1_i5.p2	TRINITY_GG_24962_c5_g1_i1.p2
OG0003051	TRINITY_GG_10697_c4_g1_i1.p1	TRINITY_GG_12888_c4_g1_i1.p1	TRINITY_GG_20372_c0_g1_i1.p1	TRINITY_GG_24962_c4_g1_i1.p1
OG0003052	TRINITY_GG_10697_c8_g1_i1.p1	TRINITY_GG_12888_c1_g1_i1.p1	TRINITY_GG_20371_c0_g1_i1.p1	TRINITY_GG_24962_c2_g1_i1.p1
OG0003053	TRINITY_GG_10727_c0_g1_i3.p1	TRINITY_GG_21562_c0_g1_i14.p1	TRINITY_GG_9058_c0_g1_i17.p1	TRINITY_GG_2384_c3_g1_i23.p1
OG0003054	TRINITY_GG_10727_c0_g1_i3.p2	TRINITY_GG_21562_c0_g1_i14.p2	TRINITY_GG_9058_c0_g1_i17.p2	TRINITY_GG_2384_c3_g1_i23.p2
OG0003056	TRINITY_GG_10738_c0_g1_i1.p1	TRINITY_GG_15998_c1_g1_i2.p1	TRINITY_GG_18832_c0_g1_i1.p1	TRINITY_GG_30591_c0_g1_i1.p1
OG0003057	TRINITY_GG_10746_c0_g1_i31.p1	TRINITY_GG_9385_c0_g1_i14.p1	TRINITY_GG_7285_c0_g1_i4.p1	TRINITY_GG_22499_c1_g1_i3.p1
OG0003058	TRINITY_GG_10746_c0_g1_i31.p2	TRINITY_GG_9385_c0_g1_i14.p2	TRINITY_GG_7285_c0_g1_i4.p2	TRINITY_GG_22499_c1_g1_i3.p2
OG0003059	TRINITY_GG_10748_c0_g1_i1.p1	TRINITY_GG_9387_c0_g1_i5.p1	TRINITY_GG_7281_c0_g1_i2.p1	TRINITY_GG_22496_c0_g1_i3.p1
OG0003060	TRINITY_GG_10768_c1_g1_i10.p1	TRINITY_GG_30181_c1_g2_i16.p1	TRINITY_GG_32055_c3_g1_i9.p1	TRINITY_GG_16595_c1_g1_i6.p1
OG0003061	TRINITY_GG_10769_c8_g1_i7.p1	TRINITY_GG_30182_c2_g1_i2.p1	TRINITY_GG_32055_c4_g1_i2.p3	TRINITY_GG_16594_c2_g1_i5.p1
OG0003062	TRINITY_GG_10769_c8_g2_i5.p1	TRINITY_GG_30182_c2_g1_i2.p2	TRINITY_GG_32055_c4_g1_i2.p1	TRINITY_GG_16594_c1_g1_i1.p1
OG0003063	TRINITY_GG_10779_c0_g1_i6.p1	TRINITY_GG_31679_c0_g1_i4.p1	TRINITY_GG_7047_c0_g1_i6.p1	TRINITY_GG_18238_c1_g1_i4.p1
OG0003064	TRINITY_GG_10779_c1_g1_i13.p1	TRINITY_GG_31677_c0_g1_i11.p1	TRINITY_GG_7047_c1_g1_i7.p1	TRINITY_GG_18240_c0_g1_i1.p1
OG0003065	TRINITY_GG_10779_c2_g3_i1.p1	TRINITY_GG_31676_c0_g1_i3.p1	TRINITY_GG_7047_c2_g1_i5.p1	TRINITY_GG_18238_c0_g1_i1.p1
OG0003066	TRINITY_GG_10779_c3_g1_i9.p1	TRINITY_GG_31676_c1_g1_i2.p1	TRINITY_GG_7047_c9_g1_i5.p1	TRINITY_GG_18238_c3_g1_i2.p1
OG0003067	TRINITY_GG_10779_c5_g1_i2.p4	TRINITY_GG_31677_c1_g1_i5.p3	TRINITY_GG_7047_c4_g1_i1.p4	TRINITY_GG_18240_c1_g1_i2.p4
OG0003068	TRINITY_GG_10779_c5_g1_i2.p1	TRINITY_GG_31677_c1_g1_i5.p1	TRINITY_GG_7047_c4_g1_i1.p1	TRINITY_GG_18240_c1_g1_i2.p1
OG0003069	TRINITY_GG_10785_c1_g1_i1.p1	TRINITY_GG_11047_c0_g1_i1.p1	TRINITY_GG_4078_c0_g1_i3.p1	TRINITY_GG_12688_c0_g1_i3.p1
OG0003070	TRINITY_GG_107_c0_g1_i4.p2	TRINITY_GG_18850_c1_g1_i2.p2	TRINITY_GG_15228_c2_g2_i8.p2	TRINITY_GG_31633_c2_g1_i3.p2
OG0003071	TRINITY_GG_107_c0_g1_i4.p1	TRINITY_GG_18850_c1_g1_i2.p1	TRINITY_GG_15228_c2_g2_i8.p1	TRINITY_GG_31633_c2_g1_i3.p1
OG0003072	TRINITY_GG_107_c1_g1_i1.p2	TRINITY_GG_18850_c0_g1_i3.p2	TRINITY_GG_15228_c1_g1_i2.p2	TRINITY_GG_31633_c0_g1_i6.p1
OG0003073	TRINITY_GG_107_c3_g1_i4.p1	TRINITY_GG_18852_c0_g2_i1.p2	TRINITY_GG_15228_c7_g1_i1.p1	TRINITY_GG_31633_c4_g1_i2.p1
OG0003074	TRINITY_GG_10858_c1_g1_i1.p1	TRINITY_GG_16996_c0_g1_i1.p1	TRINITY_GG_29556_c1_g1_i2.p1	TRINITY_GG_16454_c0_g1_i1.p1
OG0003075	TRINITY_GG_10867_c0_g1_i4.p1	TRINITY_GG_32682_c1_g1_i5.p1	TRINITY_GG_35508_c1_g1_i9.p1	TRINITY_GG_9853_c2_g1_i3.p1
OG0003076	TRINITY_GG_10867_c1_g1_i2.p1	TRINITY_GG_32682_c2_g1_i34.p1	TRINITY_GG_35508_c6_g1_i9.p1	TRINITY_GG_9853_c1_g1_i5.p1
OG0003077	TRINITY_GG_10867_c1_g1_i2.p2	TRINITY_GG_32682_c2_g1_i34.p2	TRINITY_GG_35508_c6_g1_i9.p2	TRINITY_GG_9853_c1_g1_i5.p3
OG0003078	TRINITY_GG_10868_c0_g1_i6.p1	TRINITY_GG_32682_c3_g1_i1.p1	TRINITY_GG_35508_c0_g1_i1.p1	TRINITY_GG_9853_c3_g1_i2.p1
OG0003079	TRINITY_GG_10868_c0_g1_i6.p2	TRINITY_GG_32682_c0_g1_i8.p1	TRINITY_GG_35508_c0_g1_i1.p2	TRINITY_GG_9853_c0_g1_i1.p1
OG0003080	TRINITY_GG_10870_c1_g1_i3.p1	TRINITY_GG_32681_c0_g1_i3.p1	TRINITY_GG_35509_c0_g1_i15.p1	TRINITY_GG_9854_c0_g1_i11.p1
OG0003081	TRINITY_GG_10870_c2_g1_i22.p1	TRINITY_GG_32681_c4_g2_i2.p1	TRINITY_GG_35509_c3_g1_i4.p1	TRINITY_GG_9854_c3_g2_i1.p1
OG0003082	TRINITY_GG_10870_c3_g1_i27.p1	TRINITY_GG_32681_c5_g1_i57.p1	TRINITY_GG_35509_c2_g1_i19.p1	TRINITY_GG_9854_c1_g1_i28.p1
OG0003083	TRINITY_GG_10870_c4_g1_i16.p2	TRINITY_GG_32681_c2_g2_i4.p1	TRINITY_GG_35509_c1_g1_i2.p1	TRINITY_GG_9854_c2_g1_i7.p1
OG0003084	TRINITY_GG_10871_c6_g1_i1.p1	TRINITY_GG_32681_c3_g2_i2.p1	TRINITY_GG_35509_c4_g1_i1.p1	TRINITY_GG_9853_c4_g1_i1.p1
OG0003085	TRINITY_GG_10872_c0_g1_i4.p1	TRINITY_GG_13394_c3_g1_i4.p1	TRINITY_GG_7917_c0_g1_i1.p1	TRINITY_GG_31935_c0_g1_i1.p1
OG0003086	TRINITY_GG_10872_c0_g2_i15.p2	TRINITY_GG_13394_c28_g1_i2.p1	TRINITY_GG_7917_c5_g1_i1.p1	TRINITY_GG_31936_c3_g1_i6.p1
OG0003087	TRINITY_GG_10872_c0_g2_i15.p3	TRINITY_GG_13394_c4_g1_i9.p2	TRINITY_GG_7917_c6_g1_i2.p2	TRINITY_GG_31936_c3_g1_i6.p4
OG0003088	TRINITY_GG_10872_c0_g2_i15.p1	TRINITY_GG_13394_c4_g1_i9.p1	TRINITY_GG_7917_c6_g1_i2.p1	TRINITY_GG_31936_c3_g1_i6.p2
OG0003089	TRINITY_GG_10872_c18_g1_i38.p2	TRINITY_GG_13394_c1_g1_i30.p2	TRINITY_GG_7917_c2_g1_i15.p2	TRINITY_GG_31936_c1_g1_i27.p2
OG0003091	TRINITY_GG_10872_c18_g1_i38.p1	TRINITY_GG_13394_c1_g1_i30.p1	TRINITY_GG_7917_c2_g1_i15.p1	TRINITY_GG_31936_c1_g1_i27.p1
OG0003093	TRINITY_GG_10872_c1_g2_i2.p1	TRINITY_GG_13394_c0_g1_i5.p1	TRINITY_GG_7917_c1_g1_i4.p1	TRINITY_GG_31936_c0_g3_i2.p1
OG0003094	TRINITY_GG_10873_c1_g1_i7.p1	TRINITY_GG_13394_c6_g1_i3.p1	TRINITY_GG_7917_c4_g1_i2.p1	TRINITY_GG_31936_c4_g1_i2.p1
OG0003095	TRINITY_GG_10882_c0_g1_i7.p1	TRINITY_GG_12286_c2_g1_i25.p1	TRINITY_GG_25249_c0_g1_i14.p1	TRINITY_GG_10525_c0_g1_i13.p1
OG0003096	TRINITY_GG_10882_c2_g2_i3.p1	TRINITY_GG_12286_c0_g1_i8.p1	TRINITY_GG_25249_c6_g2_i4.p1	TRINITY_GG_10525_c3_g1_i15.p1
OG0003097	TRINITY_GG_10882_c3_g1_i1.p1	TRINITY_GG_12286_c1_g1_i1.p1	TRINITY_GG_25249_c13_g1_i1.p1	TRINITY_GG_10525_c2_g1_i1.p1
OG0003098	TRINITY_GG_10891_c0_g1_i5.p1	TRINITY_GG_31090_c0_g1_i3.p1	TRINITY_GG_1347_c0_g1_i1.p1	TRINITY_GG_15157_c0_g1_i6.p1
OG0003099	TRINITY_GG_10893_c0_g1_i1.p1	TRINITY_GG_31091_c0_g1_i2.p1	TRINITY_GG_1344_c0_g1_i1.p1	TRINITY_GG_15161_c0_g1_i2.p1
OG0003100	TRINITY_GG_108_c0_g1_i4.p1	TRINITY_GG_18856_c0_g1_i12.p1	TRINITY_GG_15228_c0_g1_i5.p1	TRINITY_GG_31640_c0_g1_i3.p1
OG0003101	TRINITY_GG_108_c1_g1_i25.p1	TRINITY_GG_18856_c5_g1_i11.p1	TRINITY_GG_15228_c6_g1_i3.p1	TRINITY_GG_31640_c1_g1_i4.p1
OG0003102	TRINITY_GG_108_c1_g1_i25.p2	TRINITY_GG_18856_c5_g1_i11.p3	TRINITY_GG_15228_c6_g1_i3.p2	TRINITY_GG_31640_c1_g1_i4.p2
OG0003103	TRINITY_GG_108_c2_g1_i2.p2	TRINITY_GG_18856_c1_g1_i1.p2	TRINITY_GG_15228_c4_g1_i1.p2	TRINITY_GG_31640_c3_g2_i2.p2
OG0003104	TRINITY_GG_108_c2_g1_i2.p1	TRINITY_GG_18856_c1_g1_i1.p1	TRINITY_GG_15228_c4_g1_i1.p1	TRINITY_GG_31640_c3_g2_i2.p1
OG0003105	TRINITY_GG_108_c3_g1_i4.p1	TRINITY_GG_18856_c0_g1_i12.p2	TRINITY_GG_15228_c0_g1_i5.p2	TRINITY_GG_31640_c2_g1_i2.p1
OG0003106	TRINITY_GG_10900_c0_g1_i1.p1	TRINITY_GG_31092_c0_g1_i1.p1	TRINITY_GG_1342_c0_g1_i1.p1	TRINITY_GG_15144_c0_g1_i2.p1
OG0003107	TRINITY_GG_10908_c0_g3_i2.p1	TRINITY_GG_3995_c1_g1_i16.p1	TRINITY_GG_25549_c1_g7_i1.p1	TRINITY_GG_7512_c0_g1_i1.p1
OG0003108	TRINITY_GG_10919_c0_g1_i14.p1	TRINITY_GG_1085_c0_g1_i4.p1	TRINITY_GG_18916_c0_g1_i6.p1	TRINITY_GG_14838_c0_g1_i1.p1
OG0003109	TRINITY_GG_10919_c1_g1_i1.p1	TRINITY_GG_1076_c0_g1_i3.p1	TRINITY_GG_18916_c2_g1_i1.p1	TRINITY_GG_14845_c0_g1_i1.p1
OG0003110	TRINITY_GG_10919_c2_g1_i1.p1	TRINITY_GG_1081_c0_g1_i3.p1	TRINITY_GG_18915_c0_g1_i1.p1	TRINITY_GG_14844_c0_g1_i3.p1
OG0003111	TRINITY_GG_10921_c0_g2_i2.p1	TRINITY_GG_1078_c0_g1_i3.p1	TRINITY_GG_18916_c1_g1_i11.p1	TRINITY_GG_14846_c0_g1_i1.p1
OG0003112	TRINITY_GG_10926_c0_g1_i2.p1	TRINITY_GG_4020_c0_g2_i3.p1	TRINITY_GG_27735_c0_g1_i8.p1	TRINITY_GG_33566_c0_g1_i3.p1
OG0003113	TRINITY_GG_10941_c0_g1_i3.p1	TRINITY_GG_13420_c0_g1_i2.p1	TRINITY_GG_28319_c0_g1_i6.p1	TRINITY_GG_32155_c0_g1_i6.p1
OG0003114	TRINITY_GG_10941_c2_g1_i3.p1	TRINITY_GG_13420_c1_g1_i21.p1	TRINITY_GG_28327_c0_g5_i4.p1	TRINITY_GG_32157_c3_g1_i3.p1
OG0003115	TRINITY_GG_10941_c2_g2_i1.p1	TRINITY_GG_13420_c2_g1_i2.p1	TRINITY_GG_28319_c1_g1_i3.p1	TRINITY_GG_32155_c1_g1_i2.p1
OG0003116	TRINITY_GG_10946_c0_g1_i1.p1	TRINITY_GG_29302_c0_g2_i2.p1	TRINITY_GG_24330_c0_g1_i2.p1	TRINITY_GG_10951_c0_g1_i4.p1
OG0003117	TRINITY_GG_10948_c0_g1_i28.p1	TRINITY_GG_29303_c0_g1_i3.p1	TRINITY_GG_24328_c2_g1_i28.p1	TRINITY_GG_10952_c0_g1_i17.p1
OG0003118	TRINITY_GG_10948_c6_g1_i1.p2	TRINITY_GG_29303_c23_g1_i1.p1	TRINITY_GG_24328_c55_g1_i1.p1	TRINITY_GG_10952_c42_g1_i1.p1
OG0003119	TRINITY_GG_10967_c0_g2_i1.p1	TRINITY_GG_20191_c9_g1_i4.p1	TRINITY_GG_23662_c0_g1_i3.p1	TRINITY_GG_14517_c0_g1_i14.p1
OG0003120	TRINITY_GG_10973_c0_g1_i5.p1	TRINITY_GG_2778_c0_g1_i1.p1	TRINITY_GG_20470_c0_g1_i12.p1	TRINITY_GG_27041_c0_g1_i1.p1
OG0003121	TRINITY_GG_10975_c0_g1_i4.p1	TRINITY_GG_2777_c0_g1_i3.p1	TRINITY_GG_20471_c0_g1_i2.p1	TRINITY_GG_27039_c0_g1_i6.p1
OG0003122	TRINITY_GG_10980_c0_g1_i1.p1	TRINITY_GG_1609_c1_g1_i2.p1	TRINITY_GG_4883_c0_g1_i1.p1	TRINITY_GG_7614_c0_g1_i1.p1
OG0003126	TRINITY_GG_11018_c0_g1_i1.p1	TRINITY_GG_33056_c0_g1_i2.p1	TRINITY_GG_19566_c0_g1_i1.p1	TRINITY_GG_13255_c0_g1_i2.p1
OG0003127	TRINITY_GG_11034_c0_g1_i6.p1	TRINITY_GG_28504_c0_g1_i5.p1	TRINITY_GG_33591_c0_g1_i3.p1	TRINITY_GG_15399_c0_g1_i11.p1
OG0003128	TRINITY_GG_11036_c0_g1_i1.p1	TRINITY_GG_28484_c0_g1_i1.p1	TRINITY_GG_33575_c0_g1_i1.p1	TRINITY_GG_15404_c1_g1_i1.p1
OG0003129	TRINITY_GG_11040_c0_g1_i2.p1	TRINITY_GG_28497_c0_g1_i1.p1	TRINITY_GG_33583_c0_g1_i2.p1	TRINITY_GG_15392_c2_g1_i3.p1
OG0003130	TRINITY_GG_11045_c2_g1_i1.p1	TRINITY_GG_28491_c0_g1_i2.p1	TRINITY_GG_33587_c0_g1_i1.p1	TRINITY_GG_15399_c9_g1_i1.p1
OG0003131	TRINITY_GG_11047_c0_g1_i2.p1	TRINITY_GG_28490_c0_g2_i5.p1	TRINITY_GG_33579_c0_g1_i2.p1	TRINITY_GG_15392_c0_g1_i10.p1
OG0003132	TRINITY_GG_11055_c0_g1_i1.p1	TRINITY_GG_1455_c0_g1_i2.p1	TRINITY_GG_6611_c0_g2_i1.p1	TRINITY_GG_23258_c0_g1_i1.p1
OG0003133	TRINITY_GG_1105_c0_g1_i21.p1	TRINITY_GG_2942_c18_g1_i1.p1	TRINITY_GG_23710_c0_g1_i5.p1	TRINITY_GG_4505_c0_g1_i10.p1
