Orthogroup	kohalensis	neospisa	paranigra	spisa	termite
OG0003102	TRINITY_GG_10872_c1_g2_i2.p1	TRINITY_GG_13394_c0_g1_i5.p1	TRINITY_GG_7917_c1_g1_i4.p1	TRINITY_GG_31936_c0_g3_i2.p1	A0A067RK52|unreviewed|Beta-1_4-mannosyl-glycoprotein
OG0003103	TRINITY_GG_10882_c2_g2_i3.p1	TRINITY_GG_12286_c0_g1_i8.p1	TRINITY_GG_25249_c6_g2_i4.p1	TRINITY_GG_10525_c3_g1_i15.p1	A0A067QSI8|unreviewed|RUN
OG0003104	TRINITY_GG_108_c1_g1_i25.p1	TRINITY_GG_18856_c5_g1_i11.p1	TRINITY_GG_15228_c6_g1_i3.p1	TRINITY_GG_31640_c1_g1_i4.p1	A0A067RHQ6|unreviewed|E3
OG0003105	TRINITY_GG_108_c1_g1_i25.p2	TRINITY_GG_18856_c5_g1_i11.p3	TRINITY_GG_15228_c6_g1_i3.p2	TRINITY_GG_31640_c1_g1_i4.p2	A0A067RHX3|unreviewed|tRNA-binding
OG0003106	TRINITY_GG_108_c2_g1_i2.p2	TRINITY_GG_18856_c1_g1_i1.p2	TRINITY_GG_15228_c4_g1_i1.p2	TRINITY_GG_31640_c3_g2_i2.p2	A0A067RKL7|unreviewed|Cappuccino-like
OG0003107	TRINITY_GG_108_c2_g1_i2.p1	TRINITY_GG_18856_c1_g1_i1.p1	TRINITY_GG_15228_c4_g1_i1.p1	TRINITY_GG_31640_c3_g2_i2.p1	A0A067RU13|unreviewed|Uncharacterized
OG0003108	TRINITY_GG_108_c3_g1_i4.p1	TRINITY_GG_18856_c0_g1_i12.p2	TRINITY_GG_15228_c0_g1_i5.p2	TRINITY_GG_31640_c2_g1_i2.p1	A0A067QLG1|unreviewed|39S
OG0003109	TRINITY_GG_10941_c0_g1_i3.p1	TRINITY_GG_13420_c0_g1_i2.p1	TRINITY_GG_28319_c0_g1_i6.p1	TRINITY_GG_32155_c0_g1_i6.p1	A0A067R694|unreviewed|DnaJ-like
OG0003110	TRINITY_GG_10941_c2_g1_i3.p1	TRINITY_GG_13420_c1_g1_i21.p1	TRINITY_GG_28327_c0_g5_i4.p1	TRINITY_GG_32157_c3_g1_i3.p1	A0A067QX01|unreviewed|RE1-silencing
OG0003111	TRINITY_GG_10946_c0_g1_i1.p1	TRINITY_GG_29302_c0_g2_i2.p1	TRINITY_GG_24330_c0_g1_i2.p1	TRINITY_GG_10951_c0_g1_i4.p1	A0A067QSA2|unreviewed|Trafficking
OG0003112	TRINITY_GG_10948_c0_g1_i28.p1	TRINITY_GG_29303_c0_g1_i3.p1	TRINITY_GG_24328_c2_g1_i28.p1	TRINITY_GG_10952_c0_g1_i17.p1	A0A067RB92|unreviewed|Uncharacterized
OG0003115	TRINITY_GG_11034_c0_g1_i6.p1	TRINITY_GG_28504_c0_g1_i5.p1	TRINITY_GG_33591_c0_g1_i3.p1	TRINITY_GG_15399_c0_g1_i11.p1	A0A067QR32|unreviewed|Ephrin
OG0003116	TRINITY_GG_11040_c0_g1_i2.p1	TRINITY_GG_28497_c0_g1_i1.p1	TRINITY_GG_33583_c0_g1_i2.p1	TRINITY_GG_15392_c2_g1_i3.p1	A0A067RFH9|unreviewed|G-patch
OG0003117	TRINITY_GG_11047_c0_g1_i2.p1	TRINITY_GG_28490_c0_g2_i5.p1	TRINITY_GG_33579_c0_g1_i2.p1	TRINITY_GG_15392_c0_g1_i10.p1	A0A067QR13|unreviewed|Hexosyltransferase|taxID_136037
OG0003118	TRINITY_GG_1105_c0_g3_i2.p1	TRINITY_GG_2942_c1_g1_i6.p1	TRINITY_GG_23710_c2_g1_i2.p1	TRINITY_GG_4505_c2_g1_i3.p1	A0A067REU6|unreviewed|Sex
OG0003119	TRINITY_GG_1105_c2_g1_i2.p1	TRINITY_GG_2942_c0_g2_i1.p1	TRINITY_GG_23710_c7_g3_i1.p1	TRINITY_GG_4505_c1_g1_i1.p1	A0A067QYZ9|unreviewed|Myb-like
OG0003120	TRINITY_GG_11064_c0_g1_i12.p1	TRINITY_GG_5227_c0_g1_i14.p1	TRINITY_GG_1685_c0_g1_i27.p1	TRINITY_GG_8933_c0_g1_i10.p1	A0A067R1Q3|unreviewed|HTH
OG0003121	TRINITY_GG_11065_c0_g1_i42.p1	TRINITY_GG_28267_c0_g1_i41.p1	TRINITY_GG_9286_c1_g1_i27.p1	TRINITY_GG_21663_c0_g1_i2.p1	A0A067QZK5|unreviewed|ApaG
OG0003123	TRINITY_GG_11069_c0_g1_i6.p1	TRINITY_GG_10428_c0_g1_i7.p1	TRINITY_GG_22223_c2_g1_i2.p1	TRINITY_GG_26125_c2_g1_i8.p1	A0A067RKU5|unreviewed|Polypeptide
OG0003125	TRINITY_GG_11071_c0_g1_i5.p2	TRINITY_GG_10429_c1_g1_i12.p2	TRINITY_GG_22223_c0_g1_i8.p2	TRINITY_GG_26125_c0_g1_i1.p2	A0A067R9T2|unreviewed|6-pyruvoyl
OG0003126	TRINITY_GG_11071_c0_g1_i5.p1	TRINITY_GG_10429_c1_g1_i12.p1	TRINITY_GG_22223_c0_g1_i8.p1	TRINITY_GG_26125_c0_g1_i1.p1	A0A067RBU8|unreviewed|Electron
OG0003127	TRINITY_GG_11071_c1_g1_i6.p1	TRINITY_GG_10427_c0_g1_i1.p1	TRINITY_GG_22223_c3_g1_i4.p1	TRINITY_GG_26125_c1_g1_i1.p1	A0A067R9H6|unreviewed|Alkaline
OG0003128	TRINITY_GG_11096_c1_g1_i13.p1	TRINITY_GG_34744_c2_g2_i3.p1	TRINITY_GG_2681_c0_g1_i8.p1	TRINITY_GG_27019_c54_g1_i5.p1	A0A067QP11|unreviewed|C3H1-type
OG0003129	TRINITY_GG_11096_c2_g1_i2.p1	TRINITY_GG_30467_c0_g1_i1.p1	TRINITY_GG_2687_c2_g1_i3.p1	TRINITY_GG_29474_c7_g1_i1.p1	A0A067QIZ6|unreviewed|Zinc
OG0003130	TRINITY_GG_11096_c3_g2_i6.p2	TRINITY_GG_34744_c1_g1_i5.p2	TRINITY_GG_2687_c0_g1_i18.p3	TRINITY_GG_27019_c0_g1_i3.p2	A0A067RE49|unreviewed|Plexin
OG0003131	TRINITY_GG_11096_c3_g2_i6.p1	TRINITY_GG_34744_c1_g1_i5.p1	TRINITY_GG_2687_c0_g1_i18.p1	TRINITY_GG_27019_c0_g1_i3.p1	A0A067R8L3|unreviewed|Anaphase-promoting
OG0003132	TRINITY_GG_11098_c0_g1_i21.p1	TRINITY_GG_34745_c0_g1_i4.p1	TRINITY_GG_2688_c0_g1_i8.p1	TRINITY_GG_27018_c0_g1_i10.p1	A0A067R852|unreviewed|Rap-GAP
OG0003133	TRINITY_GG_11118_c0_g1_i4.p1	TRINITY_GG_8175_c0_g1_i5.p1	TRINITY_GG_33141_c5_g1_i2.p1	TRINITY_GG_10936_c0_g1_i1.p1	A0A067QEW1|unreviewed|NLE
OG0003134	TRINITY_GG_11118_c4_g1_i3.p1	TRINITY_GG_8175_c5_g1_i1.p1	TRINITY_GG_33141_c0_g1_i1.p1	TRINITY_GG_10936_c2_g1_i10.p1	A0A067R520|unreviewed|Uncharacterized
OG0003139	TRINITY_GG_11151_c0_g1_i1.p1	TRINITY_GG_24377_c0_g1_i1.p1	TRINITY_GG_9942_c0_g1_i1.p1	TRINITY_GG_4465_c0_g1_i1.p1	A0A067QSX7|unreviewed|Defective
OG0003141	TRINITY_GG_11161_c12_g2_i3.p1	TRINITY_GG_31813_c11_g1_i8.p1	TRINITY_GG_23195_c1_g1_i17.p1	TRINITY_GG_2732_c2_g1_i2.p1	A0A067QLQ5|unreviewed|Nuclear
OG0003142	TRINITY_GG_11161_c12_g2_i3.p2	TRINITY_GG_31813_c11_g1_i8.p2	TRINITY_GG_23195_c1_g1_i17.p2	TRINITY_GG_2732_c2_g1_i2.p2	A0A067RJQ6|unreviewed|Trafficking
OG0003143	TRINITY_GG_11161_c15_g1_i75.p1	TRINITY_GG_31814_c7_g1_i45.p1	TRINITY_GG_23195_c2_g1_i11.p1	TRINITY_GG_2732_c1_g1_i9.p1	A0A067R2V8|unreviewed|Leukotriene
OG0003145	TRINITY_GG_11161_c2_g1_i7.p1	TRINITY_GG_31813_c2_g1_i9.p1	TRINITY_GG_23195_c6_g1_i35.p1	TRINITY_GG_2732_c5_g1_i2.p1	A0A067RB84|unreviewed|RNA
OG0003146	TRINITY_GG_11161_c2_g1_i7.p2	TRINITY_GG_31813_c2_g1_i9.p2	TRINITY_GG_23195_c6_g1_i35.p2	TRINITY_GG_2732_c5_g1_i2.p2	A0A067RAW3|unreviewed|Zinc
OG0003147	TRINITY_GG_11161_c3_g1_i53.p1	TRINITY_GG_31813_c1_g1_i75.p1	TRINITY_GG_23195_c25_g1_i31.p1	TRINITY_GG_2732_c3_g1_i9.p1	A0A067RIK9|unreviewed|Uncharacterized
OG0003148	TRINITY_GG_11161_c6_g1_i3.p1	TRINITY_GG_31814_c0_g1_i3.p1	TRINITY_GG_23195_c4_g1_i2.p1	TRINITY_GG_2732_c4_g1_i1.p1	A0A067RHH3|unreviewed|Cytochrome
OG0003149	TRINITY_GG_11161_c8_g1_i4.p1	TRINITY_GG_31814_c1_g1_i3.p1	TRINITY_GG_23195_c7_g1_i1.p1	TRINITY_GG_2732_c7_g1_i3.p1	A0A067QU16|unreviewed|Uncharacterized
OG0003150	TRINITY_GG_11171_c1_g1_i2.p1	TRINITY_GG_30627_c2_g1_i3.p1	TRINITY_GG_22422_c2_g1_i5.p1	TRINITY_GG_18126_c2_g1_i4.p1	A0A067QS27|unreviewed|COP9
OG0003151	TRINITY_GG_11171_c24_g1_i1.p1	TRINITY_GG_30627_c1_g1_i1.p1	TRINITY_GG_22422_c25_g1_i1.p1	TRINITY_GG_18126_c16_g1_i1.p1	A0A067R8G3|unreviewed|DNA
OG0003152	TRINITY_GG_11189_c1_g1_i4.p2	TRINITY_GG_106_c0_g1_i1.p1	TRINITY_GG_20853_c2_g2_i6.p1	TRINITY_GG_10559_c6_g1_i3.p1	A0A067RDJ6|unreviewed|Calreticulin|taxID_136037
OG0003154	TRINITY_GG_11197_c0_g1_i1.p1	TRINITY_GG_5786_c0_g1_i2.p1	TRINITY_GG_1180_c1_g1_i24.p1	TRINITY_GG_12437_c0_g2_i5.p1	A0A067R583|unreviewed|Noggin-2|taxID_136037
OG0003155	TRINITY_GG_11204_c0_g1_i2.p1	TRINITY_GG_14140_c1_g1_i13.p1	TRINITY_GG_28031_c0_g1_i18.p1	TRINITY_GG_19730_c1_g1_i2.p1	A0A067QM11|unreviewed|L-lactate
OG0003156	TRINITY_GG_11229_c0_g2_i3.p1	TRINITY_GG_8929_c0_g1_i3.p1	TRINITY_GG_17192_c0_g1_i5.p1	TRINITY_GG_31286_c0_g1_i2.p1	A0A067RX24|unreviewed|ATP-dependent
OG0003158	TRINITY_GG_11310_c1_g1_i2.p1	TRINITY_GG_14741_c10_g1_i1.p1	TRINITY_GG_7672_c7_g1_i3.p1	TRINITY_GG_35680_c9_g2_i1.p1	A0A067R9Q0|unreviewed|U3
OG0003160	TRINITY_GG_11314_c0_g1_i5.p1	TRINITY_GG_29538_c1_g2_i5.p1	TRINITY_GG_14786_c0_g1_i11.p1	TRINITY_GG_20988_c0_g1_i11.p1	A0A067R6P4|unreviewed|CortBP2
OG0003161	TRINITY_GG_11334_c0_g1_i2.p1	TRINITY_GG_29530_c0_g1_i2.p1	TRINITY_GG_14770_c2_g1_i4.p1	TRINITY_GG_21017_c0_g1_i2.p1	A0A067QNZ2|unreviewed|Adipocyte
OG0003162	TRINITY_GG_11334_c1_g1_i1.p1	TRINITY_GG_29546_c0_g1_i2.p1	TRINITY_GG_14770_c0_g1_i5.p1	TRINITY_GG_21018_c1_g1_i1.p1	A0A067RAL4|unreviewed|ATP-binding
OG0003163	TRINITY_GG_11336_c0_g2_i6.p1	TRINITY_GG_29517_c0_g1_i8.p1	TRINITY_GG_14769_c0_g1_i10.p1	TRINITY_GG_21008_c0_g1_i7.p1	A0A067QNZ9|unreviewed|Prostatic
OG0003164	TRINITY_GG_11336_c1_g1_i5.p1	TRINITY_GG_29525_c0_g2_i13.p1	TRINITY_GG_14769_c1_g1_i4.p1	TRINITY_GG_21008_c1_g1_i1.p1	A0A067R0Q9|unreviewed|Ubiquitin
OG0003165	TRINITY_GG_11375_c0_g1_i5.p1	TRINITY_GG_27954_c0_g1_i4.p1	TRINITY_GG_20933_c0_g1_i16.p1	TRINITY_GG_7138_c0_g1_i12.p1	A0A067QPS7|unreviewed|Neurochondrin-like
OG0003166	TRINITY_GG_11375_c3_g2_i2.p1	TRINITY_GG_27954_c3_g1_i1.p1	TRINITY_GG_20933_c12_g1_i1.p1	TRINITY_GG_7138_c2_g2_i3.p1	A0A067R0V2|unreviewed|Ribonucleases
OG0003167	TRINITY_GG_11376_c1_g1_i3.p1	TRINITY_GG_27949_c0_g1_i28.p1	TRINITY_GG_20935_c2_g1_i39.p1	TRINITY_GG_7145_c0_g1_i3.p1	A0A067RRH2|unreviewed|Protein
OG0003169	TRINITY_GG_11376_c4_g3_i2.p1	TRINITY_GG_27949_c1_g1_i2.p1	TRINITY_GG_20935_c1_g2_i1.p1	TRINITY_GG_7145_c3_g1_i5.p1	A0A067RHG8|unreviewed|Ribosomal
OG0003170	TRINITY_GG_11376_c5_g1_i2.p1	TRINITY_GG_27949_c3_g1_i4.p1	TRINITY_GG_20935_c0_g1_i11.p1	TRINITY_GG_7145_c3_g2_i4.p1	A0A067RJP7|unreviewed|N-chimaerin|taxID_136037
OG0003171	TRINITY_GG_11376_c6_g2_i3.p1	TRINITY_GG_27949_c5_g1_i2.p1	TRINITY_GG_20935_c4_g2_i15.p3	TRINITY_GG_7145_c13_g1_i2.p1	A0A067R515|unreviewed|Uncharacterized
OG0003172	TRINITY_GG_11380_c1_g1_i9.p1	TRINITY_GG_27935_c2_g1_i5.p1	TRINITY_GG_20934_c2_g1_i2.p1	TRINITY_GG_7140_c3_g1_i9.p1	A0A067RB95|unreviewed|Mitotic
OG0003173	TRINITY_GG_11380_c2_g1_i8.p1	TRINITY_GG_27935_c0_g1_i14.p1	TRINITY_GG_20934_c0_g2_i2.p1	TRINITY_GG_7140_c0_g2_i3.p1	A0A067RV38|unreviewed|R3H
OG0003175	TRINITY_GG_11380_c4_g1_i4.p1	TRINITY_GG_27935_c4_g1_i2.p1	TRINITY_GG_20934_c12_g1_i2.p1	TRINITY_GG_7140_c1_g1_i8.p1	A0A067QZL1|unreviewed|DNA
OG0003177	TRINITY_GG_11395_c0_g1_i2.p1	TRINITY_GG_33892_c2_g1_i4.p1	TRINITY_GG_22691_c5_g1_i2.p1	TRINITY_GG_14982_c4_g1_i2.p1	A0A067R0M6|unreviewed|Elongation
OG0003178	TRINITY_GG_11396_c0_g1_i122.p2	TRINITY_GG_33892_c0_g1_i3.p2	TRINITY_GG_22691_c0_g1_i17.p2	TRINITY_GG_14982_c0_g1_i2.p2	A0A067QYL7|unreviewed|GTP-binding
OG0003179	TRINITY_GG_11397_c0_g1_i59.p2	TRINITY_GG_33895_c0_g1_i37.p2	TRINITY_GG_22689_c0_g1_i31.p2	TRINITY_GG_14984_c1_g1_i14.p2	A0A067R896|unreviewed|DUF1907
OG0003180	TRINITY_GG_11397_c0_g1_i59.p4	TRINITY_GG_33895_c0_g1_i37.p3	TRINITY_GG_22689_c0_g1_i31.p3	TRINITY_GG_14984_c1_g1_i14.p3	A0A067QQ72|unreviewed|UBC
OG0003182	TRINITY_GG_11399_c1_g1_i2.p1	TRINITY_GG_33892_c3_g1_i1.p1	TRINITY_GG_22691_c3_g1_i5.p1	TRINITY_GG_14982_c2_g1_i3.p1	A0A067QY84|unreviewed|TFIIIC_sub6
OG0003183	TRINITY_GG_113_c0_g1_i7.p1	TRINITY_GG_18853_c1_g1_i5.p1	TRINITY_GG_15230_c0_g1_i23.p1	TRINITY_GG_31643_c0_g1_i13.p1	A0A067R4V9|unreviewed|VASt
OG0003184	TRINITY_GG_11405_c1_g1_i1.p1	TRINITY_GG_33437_c0_g1_i8.p1	TRINITY_GG_9037_c2_g1_i21.p1	TRINITY_GG_35159_c1_g1_i3.p1	A0A067RN13|unreviewed|DRY_EERY
OG0003185	TRINITY_GG_11405_c2_g1_i1.p1	TRINITY_GG_33437_c3_g1_i1.p1	TRINITY_GG_9037_c3_g1_i8.p1	TRINITY_GG_35161_c0_g1_i9.p1	A0A067QWB7|unreviewed|Ubiquitin-like
OG0003186	TRINITY_GG_11411_c9_g1_i1.p1	TRINITY_GG_3200_c0_g1_i1.p1	TRINITY_GG_25043_c0_g1_i1.p1	TRINITY_GG_34277_c0_g1_i1.p1	A0A067RAI2|unreviewed|Uncharacterized
OG0003187	TRINITY_GG_11414_c0_g1_i1.p1	TRINITY_GG_3202_c1_g1_i1.p1	TRINITY_GG_25042_c2_g1_i1.p1	TRINITY_GG_34281_c0_g1_i2.p1	A0A067RKS2|unreviewed|Uncharacterized
OG0003188	TRINITY_GG_11419_c2_g1_i3.p1	TRINITY_GG_23249_c1_g1_i1.p1	TRINITY_GG_11047_c1_g1_i15.p1	TRINITY_GG_6430_c1_g1_i11.p1	A0A067RKS3|unreviewed|MFS_1_like
OG0003189	TRINITY_GG_11419_c4_g1_i9.p2	TRINITY_GG_23249_c3_g1_i6.p2	TRINITY_GG_11047_c2_g1_i7.p2	TRINITY_GG_6430_c2_g1_i8.p2	A0A067RWB5|unreviewed|Calcium-binding
OG0003190	TRINITY_GG_11419_c4_g1_i9.p1	TRINITY_GG_23249_c3_g1_i6.p1	TRINITY_GG_11047_c2_g1_i7.p1	TRINITY_GG_6430_c2_g1_i8.p1	A0A067QFA4|unreviewed|AD
OG0003191	TRINITY_GG_11425_c2_g1_i1.p1	TRINITY_GG_17028_c1_g1_i1.p1	TRINITY_GG_20428_c1_g1_i2.p1	TRINITY_GG_32185_c1_g1_i1.p1	A0A067QT18|unreviewed|NR
OG0003192	TRINITY_GG_11429_c0_g1_i27.p1	TRINITY_GG_25466_c0_g1_i13.p1	TRINITY_GG_6217_c0_g1_i24.p1	TRINITY_GG_27911_c0_g1_i14.p2	A0A067R8M4|unreviewed|Galactosylgalactosylxylosylprotein
OG0003193	TRINITY_GG_11429_c3_g1_i1.p1	TRINITY_GG_25466_c2_g1_i1.p1	TRINITY_GG_6217_c1_g1_i1.p1	TRINITY_GG_27911_c0_g1_i14.p1	A0A067R6P0|unreviewed|BING4CT
OG0003195	TRINITY_GG_11437_c0_g1_i6.p1	TRINITY_GG_17704_c2_g2_i7.p1	TRINITY_GG_11598_c4_g1_i38.p2	TRINITY_GG_32864_c1_g1_i2.p1	A0A067RND7|unreviewed|StAR-related
OG0003196	TRINITY_GG_11437_c1_g1_i4.p1	TRINITY_GG_17704_c0_g1_i17.p1	TRINITY_GG_11598_c0_g1_i5.p1	TRINITY_GG_32864_c0_g1_i88.p1	A0A067QXS1|unreviewed|TPH
OG0003197	TRINITY_GG_11437_c2_g1_i3.p1	TRINITY_GG_17706_c0_g1_i14.p1	TRINITY_GG_11598_c1_g2_i3.p1	TRINITY_GG_32864_c2_g1_i2.p1	A0A067QSW1|unreviewed|Centrosomal
OG0003198	TRINITY_GG_11437_c4_g1_i10.p2	TRINITY_GG_17704_c4_g1_i3.p1	TRINITY_GG_11598_c7_g1_i4.p1	TRINITY_GG_32864_c5_g1_i1.p1	A0A067QRU5|unreviewed|28S
OG0003199	TRINITY_GG_11437_c4_g2_i14.p1	TRINITY_GG_17704_c1_g1_i19.p1	TRINITY_GG_11598_c2_g1_i17.p1	TRINITY_GG_32866_c0_g1_i7.p1	A0A067RBH2|unreviewed|Peptide-methionine
OG0003200	TRINITY_GG_11455_c1_g1_i6.p1	TRINITY_GG_13963_c1_g1_i5.p1	TRINITY_GG_4875_c1_g1_i1.p1	TRINITY_GG_30137_c1_g1_i11.p1	A0A067QZB7|unreviewed|General
OG0003201	TRINITY_GG_11458_c0_g1_i15.p1	TRINITY_GG_22552_c1_g1_i15.p1	TRINITY_GG_10376_c0_g1_i9.p1	TRINITY_GG_35224_c0_g1_i22.p1	A0A067QTU1|unreviewed|Gamma-glutamylcyclotransferase|taxID_136037
OG0003202	TRINITY_GG_11465_c0_g1_i1.p1	TRINITY_GG_19558_c0_g1_i8.p1	TRINITY_GG_17631_c0_g1_i6.p1	TRINITY_GG_25043_c0_g1_i2.p1	A0A067RD50|unreviewed|Microtubule-associated
OG0003203	TRINITY_GG_11470_c0_g1_i2.p1	TRINITY_GG_20503_c0_g1_i5.p1	TRINITY_GG_14701_c0_g1_i6.p1	TRINITY_GG_33447_c0_g1_i12.p1	A0A067RCC9|unreviewed|Dual
OG0003204	TRINITY_GG_11519_c1_g1_i17.p1	TRINITY_GG_8180_c1_g3_i1.p1	TRINITY_GG_4584_c1_g1_i19.p1	TRINITY_GG_14071_c1_g2_i13.p1	A0A067RKP4|unreviewed|RRM
OG0003205	TRINITY_GG_11521_c0_g1_i18.p1	TRINITY_GG_8179_c0_g1_i13.p1	TRINITY_GG_4579_c0_g1_i9.p1	TRINITY_GG_14072_c0_g1_i7.p1	A0A067R0X4|unreviewed|UV
OG0003206	TRINITY_GG_11556_c0_g1_i69.p1	TRINITY_GG_19749_c0_g1_i11.p1	TRINITY_GG_5872_c0_g1_i12.p2	TRINITY_GG_2180_c0_g1_i14.p2	A0A067QMB9|unreviewed|G-patch
OG0003208	TRINITY_GG_11592_c2_g1_i1.p1	TRINITY_GG_2850_c2_g1_i4.p1	TRINITY_GG_16571_c1_g1_i9.p1	TRINITY_GG_7422_c1_g1_i8.p1	A0A067RJ41|unreviewed|Kinase|taxID_136037
OG0003209	TRINITY_GG_11592_c2_g1_i1.p2	TRINITY_GG_2850_c2_g1_i4.p2	TRINITY_GG_16571_c1_g1_i9.p2	TRINITY_GG_7422_c1_g1_i8.p2	A0A067RGI0|unreviewed|Nudix
OG0003211	TRINITY_GG_11596_c0_g1_i24.p2	TRINITY_GG_28067_c0_g1_i31.p2	TRINITY_GG_10845_c6_g1_i22.p2	TRINITY_GG_19508_c0_g1_i43.p2	A0A067R5W8|unreviewed|RRM
OG0003212	TRINITY_GG_11596_c1_g1_i58.p1	TRINITY_GG_28067_c1_g1_i16.p1	TRINITY_GG_10845_c0_g1_i7.p1	TRINITY_GG_19509_c0_g1_i47.p1	A0A067R605|unreviewed|Cip1-interacting
OG0003213	TRINITY_GG_11596_c6_g1_i1.p1	TRINITY_GG_28067_c5_g2_i5.p1	TRINITY_GG_10845_c7_g1_i2.p1	TRINITY_GG_19508_c5_g1_i10.p1	A0A067QX21|unreviewed|Uncharacterized
OG0003214	TRINITY_GG_11609_c0_g1_i4.p1	TRINITY_GG_26864_c0_g1_i2.p1	TRINITY_GG_30505_c0_g1_i4.p1	TRINITY_GG_1511_c0_g1_i4.p1	A0A067QJG4|unreviewed|Uncharacterized
OG0003215	TRINITY_GG_11613_c0_g2_i16.p1	TRINITY_GG_31318_c2_g2_i17.p1	TRINITY_GG_20963_c2_g1_i4.p1	TRINITY_GG_18648_c4_g1_i1.p1	A0A067R0N3|unreviewed|Fatty
OG0003216	TRINITY_GG_11617_c0_g1_i22.p5	TRINITY_GG_31336_c0_g1_i19.p6	TRINITY_GG_20971_c0_g1_i13.p5	TRINITY_GG_18634_c0_g1_i15.p3	A0A067RBQ1|unreviewed|COMM
OG0003217	TRINITY_GG_11617_c1_g1_i4.p1	TRINITY_GG_31336_c1_g1_i2.p1	TRINITY_GG_20971_c1_g1_i2.p1	TRINITY_GG_18634_c1_g1_i1.p1	A0A067RBE1|unreviewed|G_PROTEIN_RECEP_F1_2
OG0003218	TRINITY_GG_11628_c0_g1_i1.p1	TRINITY_GG_31318_c0_g1_i1.p1	TRINITY_GG_20963_c0_g1_i3.p1	TRINITY_GG_18648_c0_g1_i1.p1	A0A067QNH3|unreviewed|Fatty
OG0003219	TRINITY_GG_11631_c1_g1_i9.p1	TRINITY_GG_31326_c3_g3_i8.p1	TRINITY_GG_20959_c9_g1_i8.p1	TRINITY_GG_18653_c5_g1_i10.p1	A0A067RCA8|unreviewed|Uncharacterized
OG0003220	TRINITY_GG_11633_c4_g1_i8.p1	TRINITY_GG_31326_c6_g1_i15.p1	TRINITY_GG_20959_c3_g1_i7.p1	TRINITY_GG_18653_c3_g1_i3.p1	A0A067RAT6|unreviewed|Zinc
OG0003221	TRINITY_GG_11633_c5_g1_i5.p1	TRINITY_GG_31326_c27_g1_i1.p1	TRINITY_GG_20959_c1_g1_i1.p1	TRINITY_GG_18644_c1_g1_i14.p2	A0A067R3T8|unreviewed|Mediator
OG0003222	TRINITY_GG_11633_c9_g1_i1.p1	TRINITY_GG_31326_c5_g1_i1.p1	TRINITY_GG_20959_c11_g1_i1.p1	TRINITY_GG_18644_c1_g1_i14.p1	A0A067R9N8|unreviewed|tRNA
OG0003228	TRINITY_GG_11680_c0_g1_i3.p1	TRINITY_GG_6540_c0_g1_i16.p1	TRINITY_GG_28246_c0_g1_i3.p1	TRINITY_GG_12424_c0_g1_i48.p1	A0A067R9U1|unreviewed|Pyruvate
OG0003229	TRINITY_GG_11680_c1_g1_i9.p1	TRINITY_GG_6540_c14_g1_i3.p1	TRINITY_GG_28246_c1_g2_i9.p1	TRINITY_GG_12424_c2_g1_i6.p1	A0A067RUD8|unreviewed|USP
OG0003230	TRINITY_GG_11680_c2_g1_i1.p1	TRINITY_GG_6540_c1_g1_i12.p1	TRINITY_GG_28246_c2_g1_i18.p1	TRINITY_GG_12424_c1_g1_i2.p1	A0A067R8K2|unreviewed|60S
OG0003231	TRINITY_GG_11680_c3_g1_i1.p1	TRINITY_GG_6540_c5_g1_i3.p1	TRINITY_GG_28246_c4_g1_i1.p1	TRINITY_GG_12424_c4_g1_i1.p1	A0A067RAQ8|unreviewed|SH3
OG0003232	TRINITY_GG_11680_c4_g2_i2.p1	TRINITY_GG_6540_c4_g1_i1.p1	TRINITY_GG_28246_c3_g1_i2.p1	TRINITY_GG_12424_c3_g2_i2.p1	A0A067RGM2|unreviewed|HD
OG0003233	TRINITY_GG_11681_c0_g1_i1.p1	TRINITY_GG_6543_c4_g1_i28.p2	TRINITY_GG_28244_c0_g2_i1.p1	TRINITY_GG_12421_c0_g2_i20.p1	A0A067QZN7|unreviewed|EF-hand
OG0003234	TRINITY_GG_11681_c2_g1_i3.p1	TRINITY_GG_6543_c2_g1_i2.p1	TRINITY_GG_28244_c3_g1_i4.p1	TRINITY_GG_12421_c2_g1_i1.p1	A0A067QGR3|unreviewed|Uncharacterized
OG0003235	TRINITY_GG_11681_c3_g1_i1.p2	TRINITY_GG_6543_c1_g1_i1.p2	TRINITY_GG_28244_c2_g1_i2.p2	TRINITY_GG_12421_c3_g1_i1.p2	A0A067QU14|unreviewed|GOLD
OG0003237	TRINITY_GG_1174_c0_g1_i1.p1	TRINITY_GG_2727_c1_g1_i17.p1	TRINITY_GG_24514_c1_g1_i1.p1	TRINITY_GG_18686_c1_g1_i5.p1	A0A067R3G9|unreviewed|Acylglycerol
OG0003238	TRINITY_GG_1176_c0_g1_i2.p1	TRINITY_GG_2721_c0_g1_i1.p1	TRINITY_GG_24514_c3_g1_i2.p1	TRINITY_GG_18690_c0_g1_i2.p1	A0A067RJ59|unreviewed|Peroxiredoxin-5|taxID_136037
OG0003240	TRINITY_GG_1179_c0_g1_i4.p1	TRINITY_GG_2727_c0_g1_i15.p1	TRINITY_GG_24514_c0_g1_i8.p1	TRINITY_GG_18686_c0_g1_i10.p1	A0A067QPH2|unreviewed|Coiled-coil
